rfq_id,match_id,similarity_score
8aff426d-b8c0-43aa-ad26-835ef4de6129,3b00dedd-fcb8-4d71-9ffb-40b92b6cdfe7,1.1999611063615383
8aff426d-b8c0-43aa-ad26-835ef4de6129,e8b98098-8b17-416b-9934-0734fc21b005,1.1986804266716269
8aff426d-b8c0-43aa-ad26-835ef4de6129,a462a4cb-bbaa-4417-b876-4b8606c6f8db,1.1965360116874897
37e624be-b125-464f-85b6-1838530193ef,56d8f8e0-7e07-42f7-9503-360aed60100a,1.0995518348801787
37e624be-b125-464f-85b6-1838530193ef,ab1abeb5-5541-494f-ac7e-4aeb2dfe04f0,1.0995429766386404
37e624be-b125-464f-85b6-1838530193ef,74fcfbc9-2569-46c8-ad3f-a9ea8b9f5a45,1.0995291425157352
b8257184-6307-46ab-b06e-d979336d1263,1d7b7693-2ed9-40f3-b3b2-3f04b897c001,1.19889919801002
b8257184-6307-46ab-b06e-d979336d1263,eecb83ef-8836-4a6b-a880-5279f9f6d0c2,1.198436512073656
b8257184-6307-46ab-b06e-d979336d1263,ceb7c087-e841-483e-8231-11e436c9e04c,1.1499999984444447
63140d1f-dda8-40fe-8931-bcaba65d5772,11cffc57-44be-4d79-bfd5-97482be566d3,1.1999966300353884
63140d1f-dda8-40fe-8931-bcaba65d5772,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,1.1999855711744136
63140d1f-dda8-40fe-8931-bcaba65d5772,c18a7f01-1cb6-4987-a2cc-93251d3719b9,1.1912174964849103
11cffc57-44be-4d79-bfd5-97482be566d3,63140d1f-dda8-40fe-8931-bcaba65d5772,1.1999966300353884
11cffc57-44be-4d79-bfd5-97482be566d3,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,1.19999614715469
11cffc57-44be-4d79-bfd5-97482be566d3,c18a7f01-1cb6-4987-a2cc-93251d3719b9,1.1912213812988277
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,11cffc57-44be-4d79-bfd5-97482be566d3,1.19999614715469
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,63140d1f-dda8-40fe-8931-bcaba65d5772,1.1999855711744136
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,c18a7f01-1cb6-4987-a2cc-93251d3719b9,1.1912180898286595
973d80a1-f1b8-461b-bb25-7d8852968b1c,8fe87807-dae8-4341-94fd-2ab91f176464,1.1199999999999999
973d80a1-f1b8-461b-bb25-7d8852968b1c,1f70190e-8134-4c09-ae03-9976205cd7bd,1.0525928829353357
973d80a1-f1b8-461b-bb25-7d8852968b1c,0777b4fd-292a-439b-848f-d772ee28c3b8,1.0399990807638482
8fe87807-dae8-4341-94fd-2ab91f176464,973d80a1-f1b8-461b-bb25-7d8852968b1c,1.1199999999999999
8fe87807-dae8-4341-94fd-2ab91f176464,1f70190e-8134-4c09-ae03-9976205cd7bd,1.0525928829353357
8fe87807-dae8-4341-94fd-2ab91f176464,0777b4fd-292a-439b-848f-d772ee28c3b8,1.0399990807638482
c18a7f01-1cb6-4987-a2cc-93251d3719b9,11cffc57-44be-4d79-bfd5-97482be566d3,1.1912213812988277
c18a7f01-1cb6-4987-a2cc-93251d3719b9,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,1.1912180898286595
c18a7f01-1cb6-4987-a2cc-93251d3719b9,63140d1f-dda8-40fe-8931-bcaba65d5772,1.1912174964849103
0777b4fd-292a-439b-848f-d772ee28c3b8,c18a7f01-1cb6-4987-a2cc-93251d3719b9,1.066653216858978
0777b4fd-292a-439b-848f-d772ee28c3b8,166160cf-ee23-45d3-9d46-17e4d960a498,1.0626060942554802
0777b4fd-292a-439b-848f-d772ee28c3b8,83692241-9b86-40d3-8e9f-044852b24a7f,1.0621314750458568
a0e91fd1-b00b-4ff7-8633-62657662b03b,ce16b1bf-4b65-4b7d-96f0-65ea5027edfc,0.4496415180203378
a0e91fd1-b00b-4ff7-8633-62657662b03b,283974d5-071c-4122-a068-cd879af2b06d,0.41999999999999993
a0e91fd1-b00b-4ff7-8633-62657662b03b,76b0d81b-d0f1-4f04-9b2c-01809ca65dd8,0.41999999999999993
84be5122-71d5-4a35-a912-fd2911e3c64f,dcd64849-e00f-4395-98a4-3d507a711cac,1.1999973172534295
84be5122-71d5-4a35-a912-fd2911e3c64f,4d565122-229a-4541-8a53-3b18169c3635,1.1999920900428087
84be5122-71d5-4a35-a912-fd2911e3c64f,aafdee84-7b34-40d0-bda0-1f1ac409258b,1.199975265489989
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,1.133333333333333
0f595b0b-2253-4585-a672-fda592da7191,dcd64849-e00f-4395-98a4-3d507a711cac,1.1333306505867629
